index,index_old,category,category_v2,command_kor,command_eng,ir_gt,connected_devices,notes
4,,,C20,프린터 플러그 사용 전력이 5W 미만으로 10분 이상 유지되면 프린터 플러그를 꺼줘.,"If the printer plug power consumption stays below 5W for at least 10 minutes, turn off the printer plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Plug.Power < 5"", ""edge"": ""none"", ""for"": ""10 MIN""}, {""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}]}","{""Office_Printer"": {""category"": [""Plug"", ""Switch""], ""tags"": [""Office"", ""Plug"", ""Printer""]}, ""Office_Monitor"": {""category"": [""Plug"", ""Switch""], ""tags"": [""Office"", ""Plug"", ""Monitor""]}, ""Office_Camera"": {""category"": [""Camera""], ""tags"": [""Office"", ""Camera""]}, ""Kitchen_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Kitchen"", ""RiceCooker""]}}",new-2026-05-21
5,,,C20,현관문이 1분 이상 닫혀있으면 거실 에어컨 플러그를 켜줘.,"If the front door stays closed for at least 1 minute, turn on the living room air conditioner plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Door.DoorState == \""closed\"""", ""edge"": ""none"", ""for"": ""1 MIN""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}","{""FrontDoor_Door"": {""category"": [""Door""], ""tags"": [""FrontDoor"", ""Door""]}, ""BackDoor_Door"": {""category"": [""Door""], ""tags"": [""BackDoor"", ""Door""]}, ""LivingRoom_AC"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""AC""]}, ""Pantry_Humidifier"": {""category"": [""Humidifier""], ""tags"": [""Pantry"", ""Humidifier""]}, ""Bathroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bathroom"", ""Light""]}}",new-2026-05-21
1,,,C21,거실과 침실에 모두 사람이 감지되지 않으면 거실 멀티탭 플러그를 꺼줘.,"If no person is detected in either the living room or the bedroom, turn off the living room power strip plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""not (PresenceSensor.Presence == true) or PresenceSensor.Presence == false"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}","{""LivingRoom_PresenceSensor"": {""category"": [""PresenceSensor""], ""tags"": [""LivingRoom"", ""PresenceSensor""]}, ""Bedroom_PresenceSensor"": {""category"": [""PresenceSensor""], ""tags"": [""Bedroom"", ""PresenceSensor""]}, ""LivingRoom_Strip"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Strip""]}, ""Bakery_Oven"": {""category"": [""Oven""], ""tags"": [""Bakery"", ""Oven""]}, ""Garage_Door"": {""category"": [""Door""], ""tags"": [""Garage"", ""Door""]}}",new-2026-05-21
2,,,C21,현관문과 베란다문이 모두 닫혀있으면 거실 보안 카메라 플러그를 켜줘.,"If both the front door and the balcony door are closed, turn on the living room security camera plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""Door.DoorState == \""closed\"" and Door.DoorState == \""closed\"""", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}","{""FrontDoor_Door"": {""category"": [""Door""], ""tags"": [""FrontDoor"", ""Door""]}, ""Balcony_Door"": {""category"": [""Door""], ""tags"": [""Balcony"", ""Door""]}, ""LivingRoom_Camera"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Camera""]}, ""Kitchen_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Kitchen"", ""RiceCooker""]}, ""Study_Speaker"": {""category"": [""Speaker""], ""tags"": [""Study"", ""Speaker""]}}",new-2026-05-21
3,,,C21,거실이나 침실 중 어느 곳이든 동작이 감지되면 거실 스피커로 알려줘.,"If motion is detected in either the living room or the bedroom, announce through the living room speaker.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""MotionSensor.Motion == true or MotionSensor.Motion == true"", ""then"": [{""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""Motion detected in the living room or bedroom.""}}], ""else"": []}]}","{""LivingRoom_MotionSensor"": {""category"": [""MotionSensor""], ""tags"": [""LivingRoom"", ""MotionSensor""]}, ""Bedroom_MotionSensor"": {""category"": [""MotionSensor""], ""tags"": [""Bedroom"", ""MotionSensor""]}, ""LivingRoom_Speaker"": {""category"": [""Speaker""], ""tags"": [""LivingRoom"", ""Speaker""]}, ""Bathroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bathroom"", ""Light""]}, ""Office_Camera"": {""category"": [""Camera""], ""tags"": [""Office"", ""Camera""]}}",new-2026-05-21
4,,,C21,거실과 침실 조도가 모두 100lux 이하이면 거실 무드등 플러그를 켜줘.,"If both the living room and bedroom illuminance are at most 100 lux, turn on the living room mood-light plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""LightSensor.Brightness <= 100 and LightSensor.Brightness <= 100"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}","{""LivingRoom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""LivingRoom"", ""LightSensor""]}, ""Bedroom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""Bedroom"", ""LightSensor""]}, ""LivingRoom_MoodLight"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""MoodLight""]}, ""Garage_Door"": {""category"": [""Door""], ""tags"": [""Garage"", ""Door""]}, ""Pantry_Humidifier"": {""category"": [""Humidifier""], ""tags"": [""Pantry"", ""Humidifier""]}}",new-2026-05-21
5,,,C21,거실과 침실 온도가 모두 25도 이상이면 거실 선풍기 플러그를 켜줘.,"If both the living room and bedroom temperatures are at least 25C, turn on the living room fan plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""read"", ""var"": ""living_temp"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""read"", ""var"": ""bedroom_temp"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""if"", ""cond"": ""living_temp >= 25 and bedroom_temp >= 25"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}","{""LivingRoom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""LivingRoom"", ""TemperatureSensor""]}, ""Bedroom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""Bedroom"", ""TemperatureSensor""]}, ""LivingRoom_Fan"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Fan""]}, ""Study_Speaker"": {""category"": [""Speaker""], ""tags"": [""Study"", ""Speaker""]}, ""Bakery_Oven"": {""category"": [""Oven""], ""tags"": [""Bakery"", ""Oven""]}}",new-2026-05-21
1,,,C04,"거실 온도가 26도 이상이면 거실 에어컨 플러그를 켜고, 아니면 꺼줘.","If the living room temperature is at least 26C, turn on the living room AC plug; otherwise turn it off.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature >= 26"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}]}]}","{""LivingRoom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""LivingRoom"", ""TemperatureSensor""]}, ""Bedroom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""Bedroom"", ""TemperatureSensor""]}, ""LivingRoom_AC"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""AC""]}, ""Office_Camera"": {""category"": [""Camera""], ""tags"": [""Office"", ""Camera""]}, ""Pantry_Humidifier"": {""category"": [""Humidifier""], ""tags"": [""Pantry"", ""Humidifier""]}}",new-2026-05-21
2,,,C04,"침실 조도가 100lux 이하면 침실 스탠드 플러그를 켜고, 아니면 꺼줘.","If the bedroom illuminance is at most 100 lux, turn on the bedroom floor lamp plug; otherwise turn it off.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""read"", ""var"": ""brightness"", ""src"": ""LightSensor.Brightness""}, {""op"": ""if"", ""cond"": ""brightness <= 100"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}]}]}","{""Bedroom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""Bedroom"", ""LightSensor""]}, ""LivingRoom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""LivingRoom"", ""LightSensor""]}, ""Bedroom_FloorLamp"": {""category"": [""Plug"", ""Switch""], ""tags"": [""Bedroom"", ""Plug"", ""FloorLamp""]}, ""Garage_Door"": {""category"": [""Door""], ""tags"": [""Garage"", ""Door""]}, ""Kitchen_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Kitchen"", ""RiceCooker""]}}",new-2026-05-21
3,,,C04,"거실에 사람이 감지되면 거실 메인 조명을 켜고, 아니면 꺼줘.","If a person is detected in the living room, turn on the living room main light; otherwise turn it off.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""PresenceSensor.Presence == true"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}]}]}","{""LivingRoom_PresenceSensor"": {""category"": [""PresenceSensor""], ""tags"": [""LivingRoom"", ""PresenceSensor""]}, ""Bedroom_PresenceSensor"": {""category"": [""PresenceSensor""], ""tags"": [""Bedroom"", ""PresenceSensor""]}, ""LivingRoom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""LivingRoom"", ""Light""]}, ""Bathroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bathroom"", ""Light""]}, ""Office_Camera"": {""category"": [""Camera""], ""tags"": [""Office"", ""Camera""]}}",new-2026-05-21
4,,,C04,"침실 문이 열려있으면 침실 공기청정기 플러그를 꺼주고, 아니면 켜줘.","If the bedroom door is open, turn off the bedroom air purifier plug; otherwise turn it on.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""Door.DoorState == \""open\"""", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}]}","{""Bedroom_Door"": {""category"": [""Door""], ""tags"": [""Bedroom"", ""Door""]}, ""FrontDoor_Door"": {""category"": [""Door""], ""tags"": [""FrontDoor"", ""Door""]}, ""Bedroom_AirPurifier"": {""category"": [""Plug"", ""Switch""], ""tags"": [""Bedroom"", ""Plug"", ""AirPurifier""]}, ""Study_Speaker"": {""category"": [""Speaker""], ""tags"": [""Study"", ""Speaker""]}, ""Bakery_Oven"": {""category"": [""Oven""], ""tags"": [""Bakery"", ""Oven""]}}",new-2026-05-21
3,,,C06,거실 온도가 18도 이하이거나 침실 온도가 18도 이하이면 거실 히터 플러그를 켜줘.,"If the living room temperature is at most 18C or the bedroom temperature is at most 18C, turn on the living room heater plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature <= 18 or TemperatureSensor.Temperature <= 18"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}","{""LivingRoom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""LivingRoom"", ""TemperatureSensor""]}, ""Bedroom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""Bedroom"", ""TemperatureSensor""]}, ""LivingRoom_Heater"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Heater""]}, ""Pantry_Humidifier"": {""category"": [""Humidifier""], ""tags"": [""Pantry"", ""Humidifier""]}, ""Garage_Door"": {""category"": [""Door""], ""tags"": [""Garage"", ""Door""]}}",new-2026-05-21
4,,,C06,"침실 조도가 100lux 이하면 침실 등을 100% 밝기로, 300lux 이하면 50%로, 그 외에는 20%로 설정해줘.","If the bedroom illuminance is at most 100 lux, set the bedroom light to 100% brightness; else if it is at most 300 lux, set it to 50%; otherwise set it to 20%.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""LightSensor.Brightness <= 100"", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0}}], ""else"": [{""op"": ""if"", ""cond"": ""LightSensor.Brightness <= 300"", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0}}], ""else"": [{""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0}}]}]}]}","{""Bedroom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""Bedroom"", ""LightSensor""]}, ""LivingRoom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""LivingRoom"", ""LightSensor""]}, ""Bedroom_Light"": {""category"": [""Light"", ""LevelControl"", ""Switch""], ""tags"": [""Bedroom"", ""Light""]}, ""Kitchen_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Kitchen"", ""RiceCooker""]}, ""Office_Camera"": {""category"": [""Camera""], ""tags"": [""Office"", ""Camera""]}}",new-2026-05-21
5,,,C06,거실 습도가 30% 이하이거나 침실 습도가 30% 이하이면 거실 가습기 플러그를 켜줘.,"If the living room humidity is at most 30% or the bedroom humidity is at most 30%, turn on the living room humidifier plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""read"", ""var"": ""livingRoomHumidity"", ""src"": ""HumiditySensor.Humidity""}, {""op"": ""read"", ""var"": ""bedroomHumidity"", ""src"": ""HumiditySensor.Humidity""}, {""op"": ""if"", ""cond"": ""livingRoomHumidity <= 30 or bedroomHumidity <= 30"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}","{""LivingRoom_HumiditySensor"": {""category"": [""HumiditySensor""], ""tags"": [""LivingRoom"", ""HumiditySensor""]}, ""Bedroom_HumiditySensor"": {""category"": [""HumiditySensor""], ""tags"": [""Bedroom"", ""HumiditySensor""]}, ""LivingRoom_Humidifier"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Humidifier""]}, ""Bathroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bathroom"", ""Light""]}, ""Study_Speaker"": {""category"": [""Speaker""], ""tags"": [""Study"", ""Speaker""]}}",new-2026-05-21
6,,,C06,부엌 온도가 35도 이상이거나 거실 온도가 33도 이상이면 부엌 환기팬 플러그를 켜줘.,"If the kitchen temperature is at least 35C or the living room temperature is at least 33C, turn on the kitchen ventilation fan plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature >= 35 or TemperatureSensor.Temperature >= 33"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}","{""Kitchen_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""Kitchen"", ""TemperatureSensor""]}, ""LivingRoom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""LivingRoom"", ""TemperatureSensor""]}, ""Kitchen_Fan"": {""category"": [""Plug"", ""Switch""], ""tags"": [""Kitchen"", ""Plug"", ""Fan""]}, ""Garage_Door"": {""category"": [""Door""], ""tags"": [""Garage"", ""Door""]}, ""Office_Camera"": {""category"": [""Camera""], ""tags"": [""Office"", ""Camera""]}}",new-2026-05-21
7,,,C06,현관 움직임이 감지되거나 베란다 움직임이 감지되면 거실 스피커로 알려줘.,"If motion is detected at the entrance or motion is detected on the balcony, announce through the living room speaker.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""MotionSensor.Motion == true or MotionSensor.Motion == true"", ""then"": [{""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""Motion is detected at the entrance or motion is detected on the balcony""}}], ""else"": []}]}","{""Entrance_MotionSensor"": {""category"": [""MotionSensor""], ""tags"": [""Entrance"", ""MotionSensor""]}, ""Balcony_MotionSensor"": {""category"": [""MotionSensor""], ""tags"": [""Balcony"", ""MotionSensor""]}, ""LivingRoom_Speaker"": {""category"": [""Speaker""], ""tags"": [""LivingRoom"", ""Speaker""]}, ""Bakery_Oven"": {""category"": [""Oven""], ""tags"": [""Bakery"", ""Oven""]}, ""Pantry_Humidifier"": {""category"": [""Humidifier""], ""tags"": [""Pantry"", ""Humidifier""]}}",new-2026-05-21
3,,,C11,지금 침실 온도를 확인하고 30분 뒤 다시 확인해서 3도 이상 떨어졌으면 침실 히터 플러그를 켜줘.,"Check the bedroom temperature now and again in 30 minutes. If it dropped by at least 3 degrees, turn on the bedroom heater plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""read"", ""var"": ""t1"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""delay"", ""duration"": ""30 MIN""}, {""op"": ""read"", ""var"": ""t2"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""if"", ""cond"": ""($t1 - $t2) >= 3"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}","{""Bedroom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""Bedroom"", ""TemperatureSensor""]}, ""LivingRoom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""LivingRoom"", ""TemperatureSensor""]}, ""Bedroom_Heater"": {""category"": [""Plug"", ""Switch""], ""tags"": [""Bedroom"", ""Plug"", ""Heater""]}, ""Garage_Door"": {""category"": [""Door""], ""tags"": [""Garage"", ""Door""]}, ""Study_Speaker"": {""category"": [""Speaker""], ""tags"": [""Study"", ""Speaker""]}}",new-2026-05-21
4,,,C11,지금 거실 습도를 확인하고 20분 뒤 다시 확인해서 10% 이상 떨어졌으면 거실 가습기 플러그를 켜줘.,"Check the living room humidity now and again in 20 minutes. If it dropped by at least 10%, turn on the living room humidifier plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""read"", ""var"": ""h1"", ""src"": ""HumiditySensor.Humidity""}, {""op"": ""delay"", ""duration"": ""20 MIN""}, {""op"": ""read"", ""var"": ""h2"", ""src"": ""HumiditySensor.Humidity""}, {""op"": ""if"", ""cond"": ""($h1 - $h2) >= 10"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}","{""LivingRoom_HumiditySensor"": {""category"": [""HumiditySensor""], ""tags"": [""LivingRoom"", ""HumiditySensor""]}, ""Bedroom_HumiditySensor"": {""category"": [""HumiditySensor""], ""tags"": [""Bedroom"", ""HumiditySensor""]}, ""LivingRoom_Humidifier"": {""category"": [""Plug"", ""Switch""], ""tags"": [""LivingRoom"", ""Plug"", ""Humidifier""]}, ""Office_Camera"": {""category"": [""Camera""], ""tags"": [""Office"", ""Camera""]}, ""Kitchen_RiceCooker"": {""category"": [""RiceCooker""], ""tags"": [""Kitchen"", ""RiceCooker""]}}",new-2026-05-21
5,,,C11,지금 부엌 온도를 확인하고 15분 뒤 다시 확인해서 5도 이상 차이가 나면 부엌 환기팬 플러그를 켜줘.,"Check the kitchen temperature now and again in 15 minutes. If it changed by at least 5 degrees, turn on the kitchen ventilation fan plug.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""read"", ""var"": ""t1"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""delay"", ""duration"": ""15 MIN""}, {""op"": ""read"", ""var"": ""t2"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""if"", ""cond"": ""abs($t2 - $t1) >= 5"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}","{""Kitchen_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""Kitchen"", ""TemperatureSensor""]}, ""LivingRoom_TempSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""LivingRoom"", ""TemperatureSensor""]}, ""Kitchen_Fan"": {""category"": [""Plug"", ""Switch""], ""tags"": [""Kitchen"", ""Plug"", ""Fan""]}, ""Bathroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bathroom"", ""Light""]}, ""Pantry_Humidifier"": {""category"": [""Humidifier""], ""tags"": [""Pantry"", ""Humidifier""]}}",new-2026-05-21
